"Product.Name","Date.Issued.Updated","Link"
"Acetaminophen: Drug Safety Communication - Association with Risk of Serious Skin Reactions",2013-08-01,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm363519.htm"
"Aidapak Services LLC, Select Repackaged Pharmaceuticals: Recall - Potential Incorrect Labeling",2013-08-17,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm365417.htm"
"Albuterol Sulfate Inhalation Solution, 0.083 percent (Nephron Pharmaceuticals): Recall - Aseptic Processing Simulation Results",2013-10-17,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm371210.htm"
"Altaire Pharmaceuticals Carboxymethylcellulose Sodium 0.5 Percent Ophthalmic Solution Sold Under Wal-Mart, CVS, and Target Brands: Recall - Preservative May Not Be Effective Through Expiry",2013-09-08,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm367598.htm"
"Aminosyn II 10 percent, Sulfite-Free (Hospira): Recall - Particulate Matter Noted in One Lot",2013-09-03,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm367002.htm"
"Arzerra (ofatumumab) and Rituxan (rituximab): Drug Safety Communication - New Boxed Warning, Recommendations to Decrease Risk of Hepatitis B Reactivation",2013-09-25,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm369846.htm"
"All Sterile Drug Products Made and Distributed By NuVision Pharmacy Dallas Facility: Recall - Lack Of Sterility Assurance",2013-05-18,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm352949.htm"
"Sterile Products Compounded, Repackaged, and Distributed by ApothéCure: Recall - Sterility Assurance Concerns",2013-04-16,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm348170.htm"
"All Sterile Compounded Products by Nora Apothecary And Alternative Therapies: Recall - Lack of Sterility Assurance",2013-04-23,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm349112.htm"
"Lyophilized Products Compounded by NuVision Pharmacy: Recall - Sterility Assurance Concerns",2013-04-16,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm348156.htm"
"Avastin Unit Dose Syringes by Clinical Specialties: Recall - Potential For Serious Eye Infection",2013-03-20,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm344664.htm"
"Azithromycin (Zithromax or Zmax): Drug Safety Communication - Risk of Potentially Fatal Heart Rhythms",2013-03-12,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm343350.htm"
"Balanced Solutions All Sterile Compounded Products: Recall - Lack of Sterility Assurance",2013-04-22,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm348848.htm"
"Baxter 5 Percent Dextrose Injection, USP And 0.9 Percent Sodium Chloride Injection, USP Intravenous (IV) Solutions: Recall - Particulate Matter In Solution",2013-12-27,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm379915.htm"
"Beacon Hill Medical Pharmacy/Rxtra Solutions: Recall - Lack of Sterility Assurance",2013-08-01,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm363460.htm"
"Benztropine Mesylate Injection (Nexus Pharmaceuticals): Recall - Visible Particulate Matter",2013-08-02,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm363741.htm"
"Benztropine Mesylate Injection by Fresenius Kabi USA: Recall - Potential Presence Of Glass Particles",2013-07-02,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm359330.htm"
"Bupivacaine HCL Injection 0.25% (2.5 MG/ML) and Bupivacaine HCL 0.75% (7.5 MG/ML), 30 ML Single-Dose Vials by Hospira, Inc.: Recall- Presence of Particulate Matter",2013-09-13,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm368405.htm"
"Clinical Specialties Compounding Pharmacy Products: Recall - All Sterile Products Recalled Due To Lack of Sterility Assurance",2013-03-21,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm344831.htm"
"Compounded Prescription Therapies By Pentec Health Inc.: Recall - Lack Of Sterility Assurance",2013-05-17,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm352939.htm"
"The Compounding Shop: FDA News Release -  Lack of Sterility Assurance of Drug Products",2013-09-27,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm351326.htm"
"Diabetes Treatments: FDA Alerts of Illegal Sales - Undeclared Ingredients",2013-07-23,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm362046.htm"
"Duragesic (fentanyl) Patches: Drug Safety Communication - Packaging Changes to Minimize Risk of Accidental Exposure",2013-09-23,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm369457.htm"
"Enteric Coated Aspirin 81 mg Tablets by Advance Pharmaceutical Inc.: Recall of One Lot - May Contain Acetaminophen 500 mg Tablets",2013-06-19,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm357924.htm"
"Estarylla (norgestimate and ethinyl estradiol): Recall - Report of Placebo Tablet Present in Row of Active Tablets",2013-07-05,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm359656.htm"
"Ferrous Sulfate Tablets, 325 mg Labeled as Rugby Natural Iron Supplement: Recall - Bottle May Contain Meclizine HCl 25 mg Tablets",2013-01-18,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm336137.htm"
"Green Valley Drugs: Recall of All Lots of All Sterile Products - Quality Control Concerns",2013-04-11,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm347755.htm"
"Healthy Life Chemistry By Purity First B-50: FDA Health Risk Warning - Undeclared Ingredients",2013-07-26,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm362800.htm"
"Hydroxyethyl Starch Solutions: FDA Safety Communication - Boxed Warning on Increased Mortality and Severe Renal Injury and Risk of Bleeding",2013-06-24,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm358349.htm"
"Iclusig (Ponatinib): Drug Safety Communication - Increased Reports Of Serious Blood Clots In Arteries And Veins",2013-12-20,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm370971.htm"
"Incretin Mimetic Drugs for Type 2 Diabetes: Early Communication - Reports of Possible Increased Risk of Pancreatitis and Pre-cancerous Findings of the Pancreas",2013-03-14,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm343805.htm"
"Kadcyla (ado-trastuzumab emtansine): Drug Safety Communication - Potential Medication Errors Resulting from Name Confusion",2013-05-06,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm350817.htm"
"Lactated Ringers and 5 Percent Dextrose Injection, USP, 1000 ML, Flexible Containers: Recall - Due to Non-Sterility",2013-01-28,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm337089.htm"
"Leiter's Compounding Pharmacy: Recall - Concerns of Sterility Assurance",2013-09-12,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm368206.htm"
"Lexiscan (regadenoson) and Adenoscan (adenosine): Drug Safety Communication - Rare but Serious Risk of Heart Attack and Death",2013-11-20,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm375981.htm"
"Lidocaine HCl Injection 2%, 5 ml Vial by Hospira: Recall - Presence of Particulate Matter",2013-12-24,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm379751.htm"
"Low Molecular Weight Heparins: Drug Safety Communication - Recommendations to Decrease Risk of Spinal Column Bleeding and Paralysis",2013-11-06,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm373918.htm"
"Magnesium Sulfate: Drug Safety Communication - Recommendation Against Prolonged Use in Pre-term Labor",2013-05-30,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm354603.htm"
"Magnesium Sulfate Injection by Fresenius Kabi USA: Recall - Glass Particles in Vials",2013-05-29,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm354329.htm"
"Main Street Family Pharmacy in Tennessee: FDA Alerts Health Care Providers of Adverse Reactions Associated with Steroid Injections",2013-06-13,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm353953.htm"
"Med Prep Consulting Inc. Compounded Products: Recall - Potential Mold Contamination",2013-03-18,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm344259.htm"
"Mefloquine Hydrochloride: Drug Safety Communication - Label Changes Due To Risk of Serious Psychiatric and Nerve Side Effects",2013-07-29,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm362887.htm"
"Meridian Medical Technologies Auto-Injectors: Extension of Expiration Dates",2013-11-22,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm376453.htm"
"Methotrexate Sodium, USP Injectable Vials by Sandoz US: Recall - Particulate Matter In Vials",2013-05-21,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm353266.htm"
"Methylphenidate ADHD Medications: Drug Safety Communication - Risk of Long-lasting Erections",2013-12-17,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm378876.htm"
"MOTRIN Infants Drops Original Berry Flavor 1/2 fl oz: Recall - Particles Identified",2013-09-08,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm367597.htm"
"Nitroglycerin in 5% Dextrose Injection by Baxter: Recall - Particulate Matter",2013-11-27,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm376967.htm"
"Nizoral (ketoconazole): Drug Safety Communication - Potentially Fatal Liver Injury, Risk of Drug Interactions and Adrenal Gland Problems",2013-07-26,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm362672.htm"
"Olmesartan Medoxomil: Drug Safety Communication - Label Changes To Include Intestinal Problems (Sprue-Like Enteropathy)",2013-07-03,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm359528.htm"
"Olympia Pharmacy Sterile Compounded Products: Recall - Concerns About Sterility Assurance",2013-05-30,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm354614.htm"
"Omontys (peginesatide) Injection by Affymax and Takeda: Recall of All Lots -  Serious Hypersensitivity Reactions",2013-02-23,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm340895.htm"
"Onfi (clobazam): Drug Safety Communication - Risk of Serious Skin Reactions",2013-12-03,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm377340.htm"
"Over-the-Counter Topical Antiseptic Products: Drug Safety Communication - FDA Requests Label Changes and Single-Use Packaging to Decrease Risk of Infection",2013-11-13,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm374892.htm"
"Pallimed Solutions, Inc. Sterile Compound Products: Recall - Visible Particulates Observed",2013-03-27,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm345477.htm"
"Park Compounding Sterile Medication: Recall – Concerns of Sterility Assurance",2013-09-10,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm367864.htm"
"Perrigo Acetaminophen Infant Suspension Liquid: Recall - Potential Defect with Co-packaged Oral Syringe",2013-11-02,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm373404.htm"
"Piperacillin and Tazobactam for Injection, USP 40.5 grams: Recall - Precipitation or Crystallization in IV Bag or IV Line Upon Reconstitution",2013-04-30,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm350085.htm"
"Potiga (Ezogabine): Drug Safety Communication - Linked To Retinal Abnormalities And Blue Skin Discoloration",2013-11-01,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm349847.htm"
"Rosiglitazone-containing Diabetes Medicines: Drug Safety Communication - Removal of Some Prescribing and Dispensing Restrictions",2013-11-25,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm376683.htm"
"Samsca (Tolvaptan): Drug Safety Communication - FDA Limits Duration and Usage Due To Possible Liver Injury Leading to Organ Transplant or Death",2013-04-30,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm350185.htm"
"Samsca (tolvaptan): Drug Warning - Potential Risk of Liver Injury",2013-01-25,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm336669.htm"
"Sensipar (Cinacalcet Hydrochloride): Drug Safety Communication - FDA Suspends Pediatric Clinical Trials After Report Of Death",2013-02-26,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm341255.htm"
"Sodium Chloride Injection 0.9 percent USP, 100 mL Flexible Containers by Hospira: Recall - Particulate Matter",2013-04-26,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm349622.htm"
"Sodium Chloride Injection, 0.9 percent, 1000 mL, Flexible Container: Recall - Brass Particulates",2013-04-01,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm346011.htm"
"Soliris (Eculizumab) Concentrated Solution for Intravenous Infusion by Alexion: Recall - Visible Particles",2013-12-16,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm378646.htm"
"Specialty Compounding Sterile Products: FDA Alert - Bacterial Infections",2013-08-10,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm364595.htm"
"Specialty Medicine Compounding Pharmacy Certain Unexpired Compounded Sterile Products: Recall - Particulate Matter Found in Vials",2013-10-21,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm371563.htm"
"Tygacil (tigecycline): Drug Safety Communication - Increased Risk of Death",2013-09-27,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm370170.htm"
"Valproate Anti-Seizure Products: Drug Safety Communication - Contraindicated for Pregnant Women for Prevention of Migraine Headaches",2013-05-06,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm350868.htm"
"Vecuronium Bromide For Injection by Sagent Pharmaceuticals, Inc.: Recall - Elevated Impurity Result Detected",2013-06-10,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm356050.htm"
"Vistide (Cidofovir Injection) by Gilead: Recall - Presence Of Particulate Matter",2013-02-16,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm340094.htm"
"Warfarin 2 mg Tablets by Zydus Pharmaceuticals USA Inc.: Recall - Due to Oversized Tablets",2013-06-12,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm356519.htm"
"Wellness Pharmacy, Inc. Products: Recall - Laboratory Results Indicating Microbial Contamination",2013-08-27,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm366505.htm"
"Zolpidem Containing Products: Drug Safety Communication - FDA Requires Lower Recommended Doses",2013-05-14,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm334738.htm"
"Zyprexa Relprevv (Olanzapine Pamoate): Drug Safety Communication - FDA Investigating Two Deaths Following Injection",2013-06-18,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm357601.htm"
"University Compounding Pharmacy Injection Products: Recall - Lack of Sterility Assurance",2013-09-08,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm367596.htm"
"Avella Specialty Pharmacy Sterile Medications:  Recall - Concerns Of Sterility Assurance At Testing Vendor",2013-09-09,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm367719.htm"
"Metoclopramide Injection And Ondansetron Injection by Hospira: Recall - Glass Strand Particulates Caused By Glass Supplier",2013-10-02,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm370663.htm"
"Cefepime For Injection, USP And Dextrose Injection, USP By B. Braun Medical Inc.: Recall - Visible Particulate Matter",2013-10-08,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm371031.htm"
"Nature's Pharmacy and Compounding Center Sterile Compounded Products:  Recall - Lack of Sterility Assurance",2013-11-16,"http://wayback.archive-it.org/7993/20170111132858/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm375412.htm"
"Acetylcysteine Solution, USP (Roxane Laboratories, Inc.): Recall - Visible Glass Particle",2012-02-03,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm290219.htm"
"Adcetris (brentuximab vedotin): Drug Safety Communication - Progressive Multifocal Leukoencephalopathy and Pulmonary Toxicity",2012-01-13,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm287710.htm"
"Aliskiren-containing Medications: Drug Safety Comunication - New Warning and Contraindication",2012-04-20,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm301120.htm"
"Ampyra (dalfampridine): Drug Safety Communication - Seizure Risk for Multiple Sclerosis Patients",2012-07-23,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm313055.htm"
"Altuzan (bevacizumab): Counterfeit Product - Contains no Active Ingredient",2012-04-03,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm298583.htm"
"American Regent Injectable Products: Recall - Visible Particulates in Products 					[ARCHIVED]",2012-02-23,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm242365.htm"
"Ameridose, LLC: Recall of Unexpired Products in Circulation",2012-10-31,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm326370.htm"
"Argatroban Injection 50 mg/50 mL (1 mg/mL): Recall - Potential for Visible Particulates",2012-03-23,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm297100.htm"
"Atorvastatin Calcium Tablets by Ranbaxy Inc.: Recall - Presence of Foreign Substance",2012-11-28,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm329955.htm"
"Avastin (bevacizumab): Counterfeit Product - FDA Issues Letters to 19 Medical Practices",2012-02-14,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm291968.htm"
"Bedford Laboratories Polymyxin B For Injection USP And Vecuronium Bromide For Injection: Recall - Glass Particles",2012-01-12,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm287411.htm"
"Benzalkonium Chloride Antiseptic Wipes by Dukal: Recall - Potential Microbial Contamination",2012-08-01,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm314006.htm"
"Brilliant Blue G Compounded by Franck's: Recall of Unapproved Drug - Ongoing Investigation of Fungal Endophthalmitis Cases",2012-04-20,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm296383.htm"
"Carboplatin Injection by Hospira: Recall - Visible Particulate Matter Identified",2012-12-15,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm332358.htm"
"CardioGen-82 PET Scan: Drug Safety Communication - Increased Radiation Exposure 					[ARCHIVED]",2012-01-12,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm263157.htm"
"Celexa (citalopram hydrobromide) - Drug Safety Communication: Revised Recommendations, Potential Risk of Abnormal Heart Rhythms",2012-03-28,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm297624.htm"
"Certain Compounded Drugs from Franck's: FDA Issues Second Warning to Physicians",2012-05-04,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm301137.htm"
"Chantix (Varenicline): Safety Communication - Updated Safety Review On The Risk of Cardiovascular Adverse Events",2012-12-12,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm331626.htm"
"Codeine Use in Certain Children After Tonsillectomy and/or Adenoidectomy: Drug Safety Communication - Risk of Rare, But Life-Threatening Adverse Events or Death",2013-02-20,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm315627.htm"
"Cytarabine for Injection, 1 gm/vial [Bedford Labs]: Recall: Risk of Lack of Sterility",2012-02-23,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm293132.htm"
"Endo Pharmaceuticals Opiate Products by Novartis Consumer Health: Public Health Advisory -  Potential Safety Risk",2012-01-09,"http://wayback.archive-it.org/7993/20170111132914/http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm286280.htm"
