"control_number","date_decision","decision","drug_name","link_id","manufacturer","medical_ingredient","type_submission"
"198036","2017-04-18","Approved","Orkambi","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00250","Vertex Pharmaceuticals (Canada) Incorporated","ivacaftor, lumacaftor","Supplement to a New Drug Submission"
"189463","2016-10-28","Approved","PAZEO","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00251","Alcon Canada Inc","olopatadine HCl","New Drug Submission"
"186851","2017-05-19","Approved","EYLEA","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00252","Bayer Inc.","aflibercept","Supplemental New Drug Submission (SNDS), Response to Notice of Non-compliance (NON)"
"197615","2017-04-13","Approved","Blincyto","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00253","Amgen Canada Inc.","blinatumomab","Supplemental New Drug Submission, Notice of Compliance with Conditions"
"195870","2017-06-07","Approved","Fibryna","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00254","Octapharma Pharmazeutika Produktionsges.m.b.H.","fibrinogen (Human)","New Drug Submission (NDS)"
"196457","2017-06-15","Approved","Victoza","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00255","Novo Nordisk Canada Inc.","liraglutide","Supplemental New Drug Submission"
"199379","2017-05-12","Approved","OPDIVO","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00256","Bristol Myers Squibb Canada (BMS Canada)","nivolumab","Priority Supplemental New Drug Submission"
"180975","2017-04-03","Approved","Metvix","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00258","Galderma Canada Inc.","methyl aminolevulinate hydrochloride","Supplement to a New Drug Submission"
"193862","2017-05-25","Approved","Adlyxine","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00259","Sanofi-aventis Canada Inc","lixisenatide","New Drug Submission (New Active Substance)"
"168816","2017-03-29","Approved","Tepadina","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00260","Adienne SA","thiotepa","New Drug Submission"
"195948","2017-05-19","Approved","Ibrance","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00261","Pfizer Canada Inc","palbociclib","Supplement to a New Drug Submission"
"166949","2016-12-23","Approved","Lancora","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00262","Servier Canada Inc","ivabradine hydrochloride","Lancora is available by prescription only."
"199381","2017-05-16","Approved","Tafinlar","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00267","Novartis Pharmaceuticals Canada Inc.","dabrafenib","Priority Supplement to a New Drug Submission"
"181720","2016-09-30","Approved","Vyvanse","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00263","Shire Pharma Canada ULC","lisdexamfetamine dimesylate","Vyvanse is available by prescription only."
"191347","2017-06-13","Approved","Procysbi","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00264","Horizon Pharma Ireland Ltd","cysteamine bitartrate (also known as mercaptamine)","Procysbi is available by prescription only."
"199382","2017-05-16","Approved","Mekinist","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00266","Novartis Pharmaceuticals Canada Inc.","trametinib","Priority Supplement to a New Drug Submission"
"200070","2017-06-29","Approved","Spinraza","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00268","Biogen Canada Inc","nusinersen sodium","New Drug Submission"
"198839","2017-07-12","Approved","Keytruda","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00269","Merck Canada Inc.","Pembrolizumab","Supplemental New Drug Submission (SNDS)"
"205855","2017-06-30","Approved","Prolastin-C","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00271","Grifols Therapeutics Inc.","Alpha1-Proteinase Inhibitor (Human)","Supplemental New Drug Submission (SNDS)"
"196428","2017-06-21","Approved","Belbuca","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00272","Paladin Labs Inc.","buprenorphine hydrochloride buccal soluble film","New Drug Submission"
"197185","2017-07-26","Approved","EMEND IV","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS00273","Merck Canada Inc","fosaprepitant dimeglumine","Supplement to a New Drug Submission"
"241296","2016-03-02","Approved","SENSATION PLUS","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS10057","DATASCOPE CORP.","N/A","New"
"263514","2017-06-15","Approved","Galaxy G3 XSFT Microcoil Delivery System","https://hpr-rps.hres.ca/reg-content/regulatory-decision-summary-detail.php?lang=en&linkID=RDS10150","MEDOS INTERNATIONAL SARL","N/A","New"
